policy_id,date,policy_type,region,channel,premium_amount,claim_amount,csat_score,nps_score,fcr_flag,ticket_resolution_hrs,loss_ratio
27839,2023-01-19,Travel,East,Partner,13570.03,2063.08,2.9,-50,0,28.5,0.152
27840,2023-01-25,Health,West,Partner,13676.76,6506.62,4.8,14,0,32.2,0.476
27841,2023-04-14,Auto,West,Agent,20546.23,648.72,4.4,-49,1,1.4,0.032
27842,2023-04-06,Home,East,Direct,20215.67,7175.76,2.5,28,1,18.1,0.355
27843,2023-09-08,Auto,West,Direct,13940.82,2291.36,3.8,53,1,11.7,0.164
27844,2023-03-16,Health,East,Direct,9518.67,950.91,2.8,71,1,53.2,0.1
27845,2023-03-27,Health,West,Agent,9760.76,729.43,3.7,100,1,7.7,0.075
27846,2023-02-09,Health,North,Direct,8932.99,1934.49,4.1,-59,1,57.3,0.217
27847,2023-01-07,Life,East,Agent,11421.47,1514.58,3.8,-57,1,42.6,0.133
27848,2023-12-04,Home,East,Direct,7443.53,677.36,4.9,-46,1,62.1,0.091
27849,2023-06-06,Auto,West,Agent,9613.49,2877.24,3.8,78,1,8.0,0.299
27850,2023-06-04,Health,North,Direct,6315.52,996.13,3.5,-67,1,66.4,0.158
27851,2023-08-31,Home,South,Direct,15621.95,1247.15,3.5,33,0,79.7,0.08
27852,2023-07-23,Auto,South,Partner,11836.76,1912.44,4.0,-29,0,5.2,0.162
27853,2023-02-17,Health,North,Agent,13328.79,1627.08,5.0,22,1,11.7,0.122
27854,2023-05-18,Auto,East,Partner,7891.05,2555.85,3.4,20,0,0.6,0.324
27855,2023-02-09,Auto,West,Agent,20805.15,5280.89,4.2,-11,1,6.9,0.254
27856,2023-12-25,Travel,South,Agent,7946.93,992.09,4.0,60,0,29.4,0.125
27857,2023-03-27,Travel,South,Direct,14402.65,411.98,4.9,48,1,55.9,0.029
27858,2023-06-29,Life,East,Direct,2884.8,215.23,3.6,19,1,14.8,0.075
27859,2023-11-25,Travel,North,Direct,15762.87,3079.13,4.0,73,0,11.9,0.195
27860,2023-10-23,Health,East,Direct,14243.05,1245.73,3.5,60,1,9.4,0.087
27861,2023-01-08,Auto,North,Partner,11482.03,2855.1,3.8,46,0,26.0,0.249
27862,2023-02-26,Auto,East,Agent,8368.27,2471.6,3.9,-94,1,57.6,0.295
27863,2023-05-08,Auto,North,Agent,7216.77,370.75,4.0,-32,1,44.9,0.051
27864,2023-11-27,Travel,East,Direct,9160.01,1497.19,4.1,12,1,6.8,0.163
27865,2023-01-24,Health,South,Direct,18739.86,3593.38,3.5,-33,1,18.0,0.192
27866,2023-07-25,Life,North,Direct,8073.13,2623.2,5.0,-88,0,29.9,0.325
27867,2023-09-16,Health,East,Direct,12458.74,5503.41,4.0,94,1,10.5,0.442
27868,2023-07-28,Travel,North,Direct,14262.48,1659.45,3.0,56,1,1.4,0.116
27869,2023-05-21,Auto,North,Partner,11059.22,3856.51,4.0,50,1,45.2,0.349
27870,2023-04-07,Health,North,Partner,4570.5,1502.64,4.4,21,0,48.3,0.329
27871,2023-08-31,Health,West,Partner,4842.54,1449.77,3.3,-76,1,14.8,0.299
27872,2023-10-19,Travel,East,Direct,15944.93,5860.2,4.6,83,0,1.4,0.368
27873,2023-09-20,Auto,West,Direct,9110.62,3336.84,4.6,14,0,1.2,0.366
27874,2023-08-28,Home,South,Partner,12222.45,1559.15,5.0,-74,1,39.0,0.128
27875,2023-09-22,Life,West,Direct,19148.71,3913.61,2.5,26,1,12.1,0.204
27876,2023-04-19,Home,West,Direct,7048.89,658.65,4.1,-74,1,5.3,0.093
27877,2023-08-09,Home,North,Agent,15346.97,3382.66,3.9,4,0,36.9,0.22
27878,2023-08-05,Auto,North,Agent,8627.46,414.68,3.5,89,1,5.9,0.048
27879,2023-04-07,Auto,West,Partner,11079.51,3847.89,3.4,90,1,45.1,0.347
27880,2023-11-07,Auto,South,Direct,19791.09,2286.52,4.2,75,1,4.3,0.116
27881,2023-10-20,Auto,North,Agent,8211.45,1274.96,3.7,53,1,10.9,0.155
27882,2023-10-16,Auto,South,Direct,2900.33,982.85,3.9,-18,1,22.8,0.339
27883,2023-10-25,Auto,West,Agent,14866.56,1519.62,4.7,-19,1,0.2,0.102
27884,2023-09-25,Health,East,Direct,13301.37,2978.62,3.9,-30,1,66.4,0.224
27885,2023-07-29,Auto,South,Agent,12977.56,2168.72,4.4,-22,1,35.4,0.167
27886,2023-06-20,Health,South,Agent,8551.76,852.57,3.6,49,1,37.9,0.1
27887,2023-05-17,Health,North,Agent,7188.55,1376.11,4.2,-5,1,82.7,0.191
27888,2023-03-24,Health,South,Agent,32265.13,5195.28,4.3,-16,1,14.2,0.161
27889,2023-04-04,Health,South,Direct,5835.95,634.44,4.7,6,0,35.5,0.109
27890,2023-02-23,Auto,East,Direct,9098.23,1738.28,3.8,99,1,16.4,0.191
27891,2023-08-13,Travel,South,Agent,9163.03,1765.86,4.7,84,1,3.6,0.193
27892,2023-10-27,Auto,North,Direct,24670.89,2927.21,4.6,72,1,12.9,0.119
27893,2023-12-14,Auto,North,Agent,12466.13,3340.55,3.3,-92,1,58.0,0.268
27894,2023-10-13,Life,South,Direct,18511.92,2604.58,3.5,-17,0,0.5,0.141
27895,2023-04-29,Life,West,Direct,13237.74,3135.07,4.3,56,1,44.3,0.237
27896,2023-07-04,Life,West,Agent,15250.72,19050.407862978296,4.1,-53,1,9.4,1.249
27897,2023-05-23,Auto,West,Direct,6662.23,245.34,3.6,-95,1,16.5,0.037
27898,2023-06-29,Auto,West,Direct,19884.99,2511.87,4.0,-60,1,13.2,0.126
27899,2023-02-27,Home,East,Partner,13433.04,3453.36,3.1,39,1,39.1,0.257
27900,2023-01-25,Life,South,Partner,8507.96,1121.83,4.5,20,1,27.9,0.132
27901,2023-02-03,Travel,South,Agent,22858.77,4009.82,3.6,46,1,78.7,0.175
27902,2023-12-15,Life,West,Agent,31147.46,1420.17,3.5,46,1,40.0,0.046
27903,2023-04-16,Travel,North,Direct,10580.19,2578.35,4.5,1,1,18.6,0.244
27904,2023-07-26,Auto,North,Direct,15256.67,1128.32,4.8,-27,1,0.3,0.074
27905,2023-07-10,Health,East,Direct,8071.02,2476.97,3.6,22,0,20.8,0.307
27906,2023-05-30,Travel,South,Partner,19752.56,5986.64,3.9,53,1,40.9,0.303
27907,2023-07-09,Auto,South,Agent,10110.74,361.75,4.2,52,1,26.9,0.036
27908,2023-05-04,Life,East,Direct,13299.8,2621.63,3.5,-18,1,9.8,0.197
27909,2023-05-14,Auto,West,Direct,8424.13,3184.08,3.6,14,1,105.8,0.378
27910,2023-06-19,Health,East,Agent,6470.64,1997.5,4.6,64,1,8.9,0.309
27911,2023-05-08,Life,East,Direct,11983.7,1350.41,4.1,76,1,63.8,0.113
27912,2023-12-14,Travel,South,Direct,13874.28,3453.41,3.1,33,0,15.9,0.249
27913,2023-09-01,Auto,West,Agent,29556.1,11198.31,3.6,10,0,28.3,0.379
27914,2023-06-19,Auto,East,Direct,16882.64,5805.16,3.4,94,0,6.6,0.344
27915,2023-05-23,Auto,North,Agent,8221.73,1429.5,3.1,-92,0,20.7,0.174
27916,2023-04-15,Life,East,Direct,19691.71,5071.51,3.8,-72,1,27.1,0.258
27917,2023-12-09,Life,South,Partner,18751.8,7137.34,3.6,-25,1,11.1,0.381
27918,2023-06-23,Health,West,Direct,11431.62,4637.32,3.7,-60,1,92.2,0.406
27919,2023-11-26,Travel,South,Direct,4096.69,1308.44,4.7,-82,1,0.1,0.319
27920,2023-10-24,Auto,East,Direct,6711.89,698.84,4.8,-76,1,14.5,0.104
27921,2023-09-12,Health,South,Direct,11683.44,2436.97,4.0,3,1,6.9,0.209
27922,2023-02-06,Travel,East,Direct,15854.25,2679.18,4.1,66,1,0.6,0.169
27923,2023-05-04,Auto,North,Direct,17037.29,4126.27,4.4,20,1,10.5,0.242
27924,2023-08-02,Health,East,Partner,8221.12,1873.17,4.2,68,1,2.2,0.228
27925,2023-07-26,Life,North,Partner,7175.31,3509.07,3.0,92,1,4.1,0.489
27926,2023-06-30,Auto,West,Direct,13536.77,3597.23,3.1,69,1,24.0,0.266
27927,2023-09-25,Life,North,Direct,15492.11,3236.5,4.9,-53,0,19.1,0.209
27928,2023-02-10,Health,East,Partner,13302.49,1156.26,3.4,37,1,12.5,0.087
27929,2023-01-12,Travel,West,Direct,5977.47,1241.29,3.0,18,1,27.1,0.208
27930,2023-09-15,Travel,South,Partner,13293.62,2068.95,3.6,47,1,18.4,0.156
27931,2023-02-02,Auto,South,Partner,12264.25,6149.41,3.3,4,1,20.5,0.501
27932,2023-09-01,Life,West,Direct,3654.69,347.32,3.2,-76,1,18.2,0.095
27933,2023-06-22,Life,East,Direct,14425.5,2213.22,4.4,-12,0,1.6,0.153
27934,2023-03-02,Auto,South,Agent,10578.67,3834.25,3.0,-37,1,19.4,0.362
27935,2023-01-22,Auto,South,Partner,15610.25,4860.12,4.6,-49,1,124.6,0.311
27936,2023-06-16,Auto,North,Agent,36812.4,46029.732709676195,3.2,-87,1,7.1,1.25
27937,2023-10-21,Auto,West,Direct,11929.61,2328.84,3.3,-41,0,22.2,0.195
27938,2023-07-24,Life,West,Direct,16417.74,1579.34,3.1,30,0,90.7,0.096
27939,2023-03-28,Life,East,Partner,4269.24,430.04,2.9,59,0,42.2,0.101
27940,2023-06-22,Auto,North,Agent,16991.18,1553.72,4.0,93,1,7.3,0.091
27941,2023-10-01,Home,West,Direct,12420.37,4152.74,4.2,96,1,2.7,0.334
27942,2023-12-10,Life,South,Direct,10584.76,1529.93,4.6,94,0,10.6,0.145
27943,2023-07-24,Auto,West,Partner,23990.41,3173.28,3.5,65,1,106.8,0.132
27944,2023-03-17,Life,North,Direct,13133.6,2005.33,3.6,-81,1,20.2,0.153
27945,2023-07-09,Health,East,Agent,15380.33,1624.54,3.2,91,1,26.0,0.106
27946,2023-06-23,Health,West,Partner,9255.36,2368.77,3.4,4,1,1.9,0.256
27947,2023-06-19,Life,East,Direct,13099.3,1446.7,3.0,-36,0,23.0,0.11
27948,2023-12-16,Auto,North,Direct,12028.69,2446.53,4.4,92,0,6.1,0.203
27949,2023-04-18,Auto,South,Direct,10366.98,1195.66,4.1,-80,1,5.3,0.115
27950,2023-03-21,Auto,East,Direct,11802.97,2226.79,4.6,97,1,102.3,0.189
27951,2023-04-05,Travel,East,Agent,4073.9,1076.76,4.2,76,0,47.5,0.264
27952,2023-03-26,Home,North,Direct,22861.48,3512.43,3.4,-95,1,59.0,0.154
27953,2023-10-31,Travel,East,Partner,11859.95,992.3,3.1,76,1,37.2,0.084
27954,2023-12-04,Auto,South,Direct,8819.93,3489.17,4.1,45,1,20.2,0.396
27955,2023-03-07,Travel,East,Agent,18268.61,2657.01,3.4,-71,1,7.0,0.145
27956,2023-06-27,Life,South,Agent,25144.18,8359.37,4.4,-72,1,34.6,0.332
27957,2023-08-25,Auto,West,Direct,19244.18,7371.85,4.0,89,1,2.0,0.383
27958,2023-09-24,Health,South,Direct,16658.98,1728.56,4.7,64,1,28.5,0.104
27959,2023-09-29,Home,North,Partner,2652.49,595.61,3.4,19,1,8.4,0.225
27960,2023-05-15,Auto,East,Direct,14062.43,2760.31,3.6,17,1,38.0,0.196
27961,2023-06-03,Home,West,Partner,16124.4,1576.6,3.5,86,1,20.4,0.098
27962,2023-01-09,Auto,North,Agent,19402.76,4275.23,3.8,41,1,24.6,0.22
27963,2023-06-04,Health,East,Direct,5479.58,902.3,3.2,29,1,93.8,0.165
27964,2023-08-19,Health,West,Direct,16237.3,6421.33,4.7,87,1,6.2,0.395
27965,2023-01-28,Health,South,Direct,22644.94,63.81,3.6,-60,0,7.2,0.003
27966,2023-04-26,Health,East,Direct,5397.92,948.41,5.0,-63,1,7.2,0.176
27967,2023-11-27,Home,North,Direct,12132.79,1643.19,3.5,18,1,29.2,0.135
27968,2023-07-15,Travel,North,Direct,38950.82,4276.98,3.8,-58,0,4.1,0.11
27969,2023-11-11,Health,West,Direct,3749.77,339.94,4.7,15,1,31.9,0.091
27970,2023-01-15,Auto,East,Direct,36659.61,7397.18,4.4,2,1,35.0,0.202
27971,2023-04-16,Travel,South,Partner,6099.59,745.51,3.7,-14,1,28.8,0.122
27972,2023-06-27,Health,East,Partner,8859.7,1910.94,3.2,-35,1,3.5,0.216
27973,2023-04-04,Travel,East,Agent,19835.73,3840.97,4.0,-70,1,53.1,0.194
27974,2023-06-11,Health,South,Agent,12680.7,305.42,3.4,-37,1,98.3,0.024
27975,2023-01-10,Home,West,Direct,3543.89,291.51,3.8,-15,1,10.0,0.082
27976,2023-02-15,Auto,North,Direct,14660.88,2355.56,5.0,-61,0,9.2,0.161
27977,2023-07-09,Health,North,Direct,12251.63,3275.98,4.3,94,1,12.8,0.267
27978,2023-04-11,Auto,South,Direct,3567.91,1182.24,4.3,-36,1,15.8,0.331
27979,2023-06-06,Life,North,Direct,20603.15,5382.15,3.7,33,1,7.2,0.261
27980,2023-03-01,Home,East,Direct,9873.26,2459.86,3.4,-43,1,11.5,0.249
27981,2023-05-04,Health,South,Direct,4458.49,218.28,3.9,47,1,3.1,0.049
27982,2023-11-08,Auto,North,Agent,6561.23,2506.88,2.9,14,0,15.7,0.382
27983,2023-04-25,Auto,East,Agent,12521.09,1053.84,5.0,-31,1,14.9,0.084
27984,2023-12-14,Home,East,Direct,5415.76,1235.62,5.0,-8,1,14.4,0.228
27985,2023-12-08,Life,West,Partner,6397.92,2707.73,3.6,33,1,5.5,0.423
27986,2023-02-22,Life,East,Direct,13803.72,1282.75,4.5,-15,0,5.9,0.093
27987,2023-07-04,Auto,East,Direct,11754.98,346.81,3.9,-95,1,25.0,0.03
27988,2023-07-01,Auto,West,Direct,11923.23,1721.93,4.0,59,1,1.1,0.144
27989,2023-01-24,Auto,West,Direct,17882.51,1283.38,3.9,83,1,32.6,0.072
27990,2023-04-06,Travel,East,Direct,7301.03,659.95,3.3,-16,1,6.6,0.09
27991,2023-06-27,Auto,East,Agent,11594.73,1987.58,3.7,8,0,28.5,0.171
27992,2023-11-28,Travel,West,Direct,13616.61,978.93,3.8,-66,1,2.4,0.072
27993,2023-05-10,Home,South,Partner,19989.23,1820.64,3.9,-74,1,57.7,0.091
27994,2023-04-15,Auto,North,Direct,11911.22,1058.67,4.7,17,1,19.0,0.089
27995,2023-02-15,Life,East,Partner,7862.21,562.17,4.8,17,1,2.3,0.072
27996,2023-02-02,Auto,North,Direct,10523.42,10508.339476125173,4.1,39,1,7.7,0.999
27997,2023-05-24,Auto,East,Agent,8026.53,2329.48,2.8,-10,1,52.9,0.29
27998,2023-11-24,Travel,East,Direct,14056.68,1439.14,4.4,8,0,4.5,0.102
27999,2023-04-25,Travel,South,Agent,16739.98,5068.51,4.9,38,0,26.1,0.303
28000,2023-04-12,Life,North,Direct,9114.2,1289.1,2.2,-34,1,7.0,0.141
28001,2023-11-02,Life,West,Partner,9350.71,1375.35,2.6,29,1,0.6,0.147
28002,2023-02-27,Life,North,Partner,10490.86,1666.45,4.6,97,0,95.3,0.159
28003,2023-06-26,Auto,North,Direct,5852.84,1942.28,3.7,98,0,40.6,0.332
28004,2023-09-18,Health,West,Direct,17284.3,2873.66,4.0,58,0,1.6,0.166
28005,2023-04-17,Health,North,Partner,6728.05,1538.1,3.9,-1,1,19.9,0.229
28006,2023-07-19,Auto,West,Direct,8137.07,336.86,3.9,-25,1,9.6,0.041
28007,2023-01-27,Health,North,Direct,10647.79,3547.49,4.2,-54,1,25.1,0.333
28008,2023-11-05,Auto,South,Agent,13271.51,3142.06,4.8,-63,0,35.1,0.237
28009,2023-02-22,Health,South,Direct,6913.23,1976.47,3.5,24,1,6.7,0.286
28010,2023-03-17,Travel,South,Agent,11240.71,216.0,3.7,75,1,166.7,0.019
28011,2023-12-04,Health,North,Direct,14213.87,7166.97,4.1,-14,1,31.8,0.504
28012,2023-10-12,Auto,South,Agent,7728.52,2365.8,4.2,73,0,48.6,0.306
28013,2023-09-17,Auto,South,Direct,17730.33,5260.57,4.6,-6,1,15.0,0.297
28014,2023-11-21,Health,South,Direct,6541.16,271.49,3.7,99,0,49.1,0.042
28015,2023-06-10,Health,West,Direct,20273.99,2090.44,4.9,55,1,14.1,0.103
28016,2023-01-06,Auto,South,Direct,11685.68,3292.42,3.5,-30,1,8.9,0.282
28017,2023-09-29,Auto,South,Agent,10400.61,2428.25,3.1,56,1,4.5,0.233
28018,2023-03-09,Life,South,Direct,18354.41,3416.45,3.9,30,1,12.8,0.186
28019,2023-03-25,Auto,East,Agent,7114.25,887.91,3.8,-2,1,24.5,0.125
28020,2023-07-07,Health,South,Direct,21046.12,3120.68,4.0,60,1,69.8,0.148
28021,2023-01-07,Travel,North,Agent,24656.07,3669.21,2.9,8,1,66.3,0.149
28022,2023-10-18,Life,East,Direct,19674.97,4665.56,4.3,78,1,0.4,0.237
28023,2023-07-07,Life,North,Agent,14890.27,7528.99,4.3,-46,1,9.9,0.506
28024,2023-09-27,Life,South,Direct,15681.31,134.65,4.4,54,1,31.2,0.009
28025,2023-07-18,Auto,East,Direct,3117.48,690.66,4.1,87,1,7.3,0.222
28026,2023-04-02,Travel,South,Agent,12510.31,1921.4,3.1,-30,1,7.2,0.154
28027,2023-08-25,Life,South,Agent,12157.89,668.14,4.5,15,1,60.4,0.055
28028,2023-08-26,Auto,East,Direct,16947.71,1680.43,4.2,-4,0,4.4,0.099
28029,2023-10-05,Auto,West,Agent,25630.86,39750.735976475546,4.5,78,0,7.4,1.551
28030,2023-01-04,Life,South,Agent,7924.53,2159.36,4.8,-73,0,18.1,0.272
28031,2023-12-10,Home,East,Agent,8296.87,3636.02,4.3,76,1,44.9,0.438
28032,2023-08-20,Health,West,Partner,18729.8,1609.33,4.0,80,1,8.9,0.086
28033,2023-02-10,Life,North,Direct,13670.65,1953.39,3.6,78,0,41.2,0.143
28034,2023-01-28,Auto,West,Partner,4426.44,756.74,3.4,-78,1,97.7,0.171
28035,2023-09-02,Auto,West,Direct,10771.95,3893.15,4.3,-42,1,6.7,0.361
28036,2023-12-03,Travel,North,Partner,13673.18,5198.9,3.4,-84,0,5.8,0.38
28037,2023-09-06,Health,South,Direct,9352.09,3713.98,4.1,-24,1,2.5,0.397
28038,2023-06-22,Auto,North,Agent,10704.22,2583.87,3.0,-7,1,10.4,0.241
28039,2023-11-26,Auto,North,Partner,9330.92,680.96,4.5,56,0,1.7,0.073
28040,2023-07-26,Health,East,Direct,8681.18,1929.09,3.8,-56,1,9.6,0.222
28041,2023-07-15,Health,North,Direct,11579.33,1533.75,4.6,15,1,15.2,0.132
28042,2023-04-25,Health,West,Agent,5824.1,2515.68,4.3,-49,1,20.8,0.432
28043,2023-09-11,Auto,West,Direct,31053.68,9525.35,4.9,18,1,32.4,0.307
28044,2023-04-09,Health,South,Agent,3678.44,616.4,3.5,38,1,39.7,0.168
28045,2023-01-10,Life,West,Partner,8019.16,968.41,3.4,-74,0,56.7,0.121
28046,2023-11-22,Life,West,Partner,28905.09,1146.07,4.6,18,1,9.0,0.04
28047,2023-02-26,Travel,North,Partner,33493.24,4504.64,3.0,70,0,23.0,0.134
28048,2023-07-04,Travel,South,Agent,6233.88,224.99,3.3,35,1,7.9,0.036
28049,2023-06-03,Health,North,Direct,12443.55,773.5,4.4,85,1,6.9,0.062
28050,2023-01-30,Auto,North,Agent,19078.73,4781.42,3.4,-22,1,17.0,0.251
28051,2023-11-04,Travel,East,Agent,12341.87,1557.76,3.4,3,0,14.9,0.126
28052,2023-01-14,Health,North,Agent,16516.55,813.91,2.9,79,0,0.4,0.049
28053,2023-12-27,Health,East,Direct,6332.75,1524.98,4.5,4,1,33.2,0.241
28054,2023-10-30,Auto,West,Agent,14684.06,827.85,4.2,-46,1,39.9,0.056
28055,2023-11-11,Travel,South,Agent,11815.6,981.3,3.7,-93,1,21.6,0.083
28056,2023-12-12,Travel,East,Partner,10097.79,1989.71,4.1,-5,1,33.0,0.197
28057,2023-02-24,Health,South,Agent,6608.58,548.75,3.3,47,0,53.1,0.083
28058,2023-05-10,Health,North,Direct,12721.84,2121.47,3.4,60,0,36.8,0.167
28059,2023-05-27,Health,North,Partner,5175.61,863.87,4.5,77,1,20.1,0.167
28060,2023-06-09,Health,East,Partner,7707.37,937.39,4.7,-35,0,29.4,0.122
28061,2023-04-02,Health,East,Direct,6188.46,1730.6,4.4,-89,0,0.3,0.28
28062,2023-12-07,Life,South,Direct,13098.5,836.13,4.1,-36,1,14.6,0.064
28063,2023-09-17,Auto,West,Partner,16711.5,3528.9,5.0,76,1,3.0,0.211
28064,2023-10-24,Life,North,Partner,19471.87,1445.46,3.9,-38,1,21.7,0.074
28065,2023-02-17,Life,East,Agent,15466.43,2029.86,3.0,-4,1,41.1,0.131
28066,2023-04-17,Home,North,Direct,8165.77,494.62,3.7,20,1,58.1,0.061
28067,2023-09-30,Auto,South,Partner,12131.08,3202.93,3.9,3,1,7.4,0.264
28068,2023-02-26,Travel,West,Agent,3107.94,373.41,4.0,-88,1,8.8,0.12
28069,2023-12-20,Life,West,Partner,14862.8,15317.671494471508,4.3,-33,0,89.4,1.031
28070,2023-01-19,Life,East,Direct,13267.72,2282.85,4.9,-43,1,68.3,0.172
28071,2023-06-19,Life,East,Direct,17645.88,7087.16,3.3,13,1,30.2,0.402
28072,2023-08-31,Travel,East,Direct,11591.1,1154.07,3.4,33,1,41.3,0.1
28073,2023-09-06,Life,South,Direct,11804.27,290.93,3.4,-36,0,9.8,0.025
28074,2023-03-20,Auto,West,Direct,29127.17,4551.36,2.9,-30,1,9.5,0.156
28075,2023-01-11,Travel,East,Direct,12595.17,1825.01,4.4,-84,0,12.7,0.145
28076,2023-04-16,Life,North,Direct,14810.12,6110.36,4.3,92,1,8.8,0.413
28077,2023-04-14,Auto,East,Direct,13744.67,2498.56,4.4,-58,1,34.7,0.182
28078,2023-02-15,Auto,North,Direct,12591.65,3994.15,3.8,-73,0,13.4,0.317
28079,2023-02-07,Travel,West,Partner,17242.32,3354.69,3.4,-13,1,6.0,0.195
28080,2023-06-19,Life,North,Direct,8557.99,1731.38,2.9,1,1,1.6,0.202
28081,2023-04-27,Health,North,Agent,14639.93,939.32,3.7,22,1,52.7,0.064
28082,2023-11-01,Health,South,Direct,9075.33,188.63,4.2,-41,0,3.0,0.021
28083,2023-07-21,Auto,South,Direct,6754.34,1887.71,3.6,13,1,13.7,0.279
28084,2023-03-31,Auto,East,Agent,21445.53,2993.57,4.6,59,1,5.5,0.14
28085,2023-09-20,Health,West,Agent,22661.92,848.99,3.9,-64,1,0.1,0.037
28086,2023-09-02,Life,North,Direct,20494.3,2920.22,4.3,42,1,2.6,0.142
28087,2023-10-15,Health,South,Direct,5907.4,1715.6,3.7,87,1,5.1,0.29
28088,2023-10-22,Auto,North,Agent,12303.95,4372.0,4.7,90,1,1.5,0.355
28089,2023-12-24,Health,East,Partner,3104.19,403.67,3.0,25,0,16.0,0.13
28090,2023-11-02,Auto,East,Direct,17889.66,618.18,4.9,37,1,51.5,0.035
28091,2023-12-07,Auto,East,Direct,9249.67,1795.49,3.6,97,0,15.9,0.194
28092,2023-10-02,Home,North,Direct,8134.67,2515.01,3.9,-63,1,40.0,0.309
28093,2023-04-04,Travel,West,Agent,19565.07,3548.92,2.8,26,1,67.8,0.181
28094,2023-01-04,Auto,North,Direct,9562.81,1103.18,5.0,-58,1,34.0,0.115
28095,2023-03-10,Travel,West,Direct,15598.71,8512.09,3.4,-46,1,32.9,0.546
28096,2023-11-01,Life,West,Direct,9941.66,168.88,4.9,-77,0,0.9,0.017
28097,2023-04-25,Home,West,Direct,10416.15,304.63,3.5,85,1,21.6,0.029
28098,2023-04-08,Auto,East,Agent,20910.63,1957.86,4.5,80,1,19.7,0.094
28099,2023-01-05,Life,East,Direct,21166.13,771.44,3.6,6,1,12.0,0.036
28100,2023-06-24,Auto,West,Direct,10837.64,1476.33,3.5,-87,1,19.0,0.136
28101,2023-12-16,Travel,North,Partner,12056.94,1379.67,3.0,-63,1,11.1,0.114
28102,2023-06-21,Travel,South,Agent,14572.06,4240.79,3.6,-62,1,16.7,0.291
28103,2023-06-14,Auto,East,Partner,4152.08,443.34,3.9,34,0,2.9,0.107
28104,2023-11-21,Life,North,Partner,10899.5,1947.71,4.2,9,1,39.9,0.179
28105,2023-03-11,Auto,South,Agent,10520.16,1292.34,3.6,9,1,22.0,0.123
28106,2023-09-05,Life,South,Agent,9348.6,978.14,4.1,-97,1,18.2,0.105
28107,2023-10-02,Auto,West,Agent,25237.9,2928.08,4.5,-3,0,19.5,0.116
28108,2023-08-12,Auto,South,Agent,7160.34,832.31,4.3,-24,0,55.5,0.116
28109,2023-05-24,Auto,East,Agent,4242.09,1386.41,4.1,-68,0,69.8,0.327
28110,2023-08-23,Auto,North,Agent,13347.84,3781.25,4.0,-11,1,27.7,0.283
28111,2023-07-01,Auto,South,Direct,20160.82,3511.94,3.8,-69,1,40.8,0.174
28112,2023-02-28,Health,West,Direct,12364.26,871.26,4.1,75,0,67.6,0.07
28113,2023-11-06,Travel,North,Direct,7369.24,1060.7,3.4,-17,1,47.7,0.144
28114,2023-03-09,Auto,North,Direct,12114.67,5453.4,4.6,44,1,2.4,0.45
28115,2023-02-12,Travel,North,Partner,12348.31,3007.76,4.6,81,1,14.9,0.244
28116,2023-10-23,Auto,North,Agent,9297.5,2894.16,5.0,40,1,0.3,0.311
28117,2023-03-24,Home,East,Agent,19022.36,689.5,4.1,8,1,2.7,0.036
28118,2023-07-12,Life,East,Direct,6279.98,718.9,4.2,-1,1,12.4,0.114
28119,2023-07-26,Home,North,Partner,11313.56,4615.03,4.0,56,0,7.4,0.408
28120,2023-10-31,Health,West,Direct,16855.34,6609.28,4.7,-23,0,6.9,0.392
28121,2023-08-14,Travel,North,Direct,15047.03,905.19,4.0,-72,1,14.5,0.06
28122,2023-01-19,Auto,East,Direct,41166.28,7184.95,4.0,-54,1,5.3,0.175
28123,2023-10-05,Travel,North,Direct,8998.43,796.82,4.0,85,0,0.1,0.089
28124,2023-05-15,Auto,West,Direct,8529.42,771.22,3.7,25,1,8.0,0.09
28125,2023-04-08,Life,South,Agent,5563.97,269.89,4.3,-96,0,2.0,0.049
28126,2023-04-21,Auto,South,Direct,18984.76,3066.78,4.4,70,1,11.1,0.162
28127,2023-02-12,Auto,North,Direct,16803.86,4393.07,4.0,82,1,1.3,0.261
28128,2023-07-26,Health,West,Partner,7503.01,969.76,4.7,-96,1,1.8,0.129
28129,2023-07-08,Travel,East,Agent,11862.79,1677.25,3.9,2,0,54.5,0.141
28130,2023-06-16,Health,West,Partner,7133.88,1521.32,3.8,-38,1,12.2,0.213
28131,2023-11-12,Life,East,Agent,6834.06,1161.54,4.8,53,1,27.8,0.17
28132,2023-11-20,Auto,North,Agent,14490.45,2206.55,3.3,42,0,2.5,0.152
28133,2023-11-14,Auto,East,Partner,12035.32,3128.46,2.8,7,1,6.8,0.26
28134,2023-06-08,Life,North,Direct,3874.71,966.64,3.5,-86,0,14.2,0.249
28135,2023-08-01,Home,West,Partner,10380.24,2179.67,3.9,86,1,19.4,0.21
28136,2023-12-02,Life,South,Partner,9839.9,438.88,3.6,86,1,42.6,0.045
28137,2023-08-15,Home,South,Agent,11362.38,488.23,4.1,-3,1,12.0,0.043
28138,2023-08-22,Life,East,Direct,23078.28,8505.75,3.3,24,1,12.6,0.369
28139,2023-03-18,Auto,South,Direct,13945.02,423.64,3.6,-27,0,40.7,0.03
28140,2023-12-15,Auto,South,Direct,12876.3,4270.76,2.9,-46,0,0.0,0.332
28141,2023-06-19,Travel,South,Direct,21716.81,5144.17,4.2,-55,1,25.0,0.237
28142,2023-06-04,Health,East,Direct,14249.52,1273.41,3.0,96,1,27.1,0.089
